Qplus sensor tuning for ncAFM in May 2025
23414.37	166.675	0.100765622303756
23414.48	166.633	0.101922653853214
23414.59	166.622	0.102649948348728
23414.70	166.629	0.103387517181909
23414.81	166.634	0.10413577724689
23414.92	166.640	0.10489719249064
23415.03	166.644	0.105681811419375
23415.14	166.647	0.106471062873054
23415.25	166.653	0.107269422751582
23415.36	166.660	0.108082589822243
23415.47	166.668	0.10892349277009
23415.58	166.674	0.109766145083862
23415.69	166.683	0.110629955685436
23415.80	166.686	0.111497616349021
23415.91	166.691	0.112373980132914
23416.02	166.698	0.113277567202957
23416.13	166.706	0.114184028160347
23416.24	166.711	0.115115139845896
23416.35	166.720	0.116054594049918
23416.46	166.728	0.117026746131577
23416.57	166.735	0.118018878005236
23416.68	166.744	0.119013740055319
23416.79	166.752	0.120024329842162
23416.89	166.760	0.121053228864297
23417.00	166.768	0.122099638102233
23417.11	166.775	0.123166221175029
23417.22	166.784	0.124266923009274
23417.33	166.795	0.125382204217412
23417.44	166.801	0.126514421459918
23417.55	166.809	0.127657160063937
23417.66	166.819	0.128828938539656
23417.77	166.831	0.130045994234692
23417.88	166.843	0.131271797752742
23417.99	166.852	0.132496983380046
23418.10	166.862	0.133767819742616
23418.21	166.874	0.1350472668399
23418.32	166.883	0.136362817498813
23418.43	166.894	0.13771536577349
23418.54	166.905	0.139091535951809
23418.65	166.916	0.140479888445545
23418.76	166.926	0.141919071890433
23418.87	166.938	0.143380270921699
23418.98	166.951	0.144887404798768
23419.09	166.959	0.146418142698396
23419.20	166.971	0.147984075866878
23419.31	166.983	0.149568442775969
23419.42	166.996	0.151189226165635
23419.53	167.008	0.152853282437701
23419.64	167.021	0.154563988798877
23419.75	167.035	0.156317874332333
23419.86	167.050	0.158098480825967
23419.97	167.063	0.159928508976531
23420.07	167.075	0.161813317148473
23420.18	167.091	0.163752932163419
23420.29	167.108	0.1657153518503
23420.40	167.124	0.1677271186896
23420.51	167.138	0.169782456429343
